userId,movieId,rating,timestamp,title
5,588,3.5,1163373551,Silent Hill
5,595,4,1163374190,To Kill a Mockingbird
5,597,5,1163373711,Titanic
5,788,3.5,1163374993,Mrs. Doubtfire
5,858,2.5,1163373651,Sleepless in Seattle
5,903,3.5,1163373135,Cool Hand Luke
5,1777,4,1163374601,Fahrenheit 9/11
5,1923,4.5,1163373726,Twin Peaks: Fire Walk with Me
5,2294,4,1163373251,Jay and Silent Bob Strike Back
5,2502,3.5,1163374290,The Bourne Supremacy
5,2770,3.5,1163374947,American Pie 2
5,3176,3.5,1163374408,Battle Royale
5,4995,4.5,1163373616,Boogie Nights
6,111,4,1109258212,Scarface
6,903,4,1108134299,Cool Hand Luke
6,1250,4.5,1108134284,Ghost Rider
6,1639,2,1109258179,Speed 2: Cruise Control
6,2502,3.5,1108134291,The Bourne Supremacy
6,2657,2,1108134271,Pleasantville
6,8874,4.5,1108134521,My Best Friend's Wedding
7,104,3,851866744,Run Lola Run
7,141,4,851866704,Donnie Darko
7,207,3,851868705,Dead Poets Society
7,272,3,851868188,Batman Begins
7,329,3,851868524,Jurassic Park
7,345,3,851867621,Eyes Wide Shut
7,364,3,851868020,Batman Returns
7,377,3,851869291,A Nightmare on Elm Street
7,380,4,851869291,Rain Man
7,500,3,851867669,Reservoir Dogs
7,534,4,851868246,Terminator Salvation
7,539,3,851867688,Psycho
7,588,4,851868044,Silent Hill
7,590,4,851868186,The Hours
7,594,4,851868020,The Terminal
7,595,3,851868044,To Kill a Mockingbird
7,671,4,851866806,Harry Potter and the Philosopher's Stone
7,708,3,851866744,The Living Daylights
7,745,5,851868020,The Sixth Sense
7,786,2,851866744,Almost Famous
7,924,4,851868289,Dawn of the Dead
7,1278,3,851867436,The Dreamers
7,1371,3,851869160,Rocky III
7,1372,3,851869102,Blood Diamond
7,1374,4,851869035,Rocky IV
7,1375,3,851869140,Rocky V
8,296,4,1154465380,Terminator 3: Rise of the Machines
8,524,2,1154400357,Casino
8,628,4,1154400284,Interview with the Vampire
8,805,3.5,1154389432,Rosemary's Baby
8,858,5,1154400181,Sleepless in Seattle
8,1265,3,1154465230,Bridge to Terabithia
8,1777,5,1154400458,Fahrenheit 9/11
8,2502,5,1154464889,The Bourne Supremacy
8,2770,2.5,1154389541,American Pie 2
8,4011,4.5,1154464873,Beetlejuice
8,4995,3.5,1154389449,Boogie Nights
8,8874,3,1154465548,My Best Friend's Wedding
9,497,4,938628777,The Green Mile
9,534,5,938628337,Terminator Salvation
9,608,5,938628843,Men in Black II
9,1541,2,938628777,Thelma & Louise
9,1584,4,938629341,School of Rock
9,2268,3,938629053,The Golden Compass
9,2294,2,938629250,Jay and Silent Bob Strike Back
9,2501,4,938628966,The Bourne Identity
10,152,4,942766793,Star Trek: The Motion Picture
10,345,4,942766603,Eyes Wide Shut
10,1089,3,942766420,Point Break
10,1690,3,942766679,Hostel
10,1887,2,942766845,Marie Antoinette
10,1923,5,942766515,Twin Peaks: Fire Walk with Me
10,2108,3,942766472,The Breakfast Club
10,2907,2,942766213,The Addams Family
11,70,1,1391656827,Million Dollar Baby
11,169,3,1391657297,Predator 2
11,296,5,1391658423,Terminator 3: Rise of the Machines
11,923,5,1391658556,Dawn of the Dead
12,253,3,968045587,Live and Let Die
12,608,2,968045353,Men in Black II
12,673,1,968045732,Harry Potter and the Prisoner of Azkaban
12,1374,1,968045475,Rocky IV
12,1639,2,968045438,Speed 2: Cruise Control
12,2668,2,968045764,Sleepy Hollow
12,3176,3,968045649,Battle Royale
13,277,4,1331379348,Underworld
13,296,3.5,1331380895,Terminator 3: Rise of the Machines
13,524,3.5,1331379485,Casino
13,587,3,1331380851,Big Fish
13,590,4,1331380062,The Hours
13,914,4,1331379366,The Great Dictator
13,1265,2.5,1331380845,Bridge to Terabithia
14,594,1,976243997,The Terminal
14,3175,5,976244313,Barry Lyndon
15,5,4.5,1093070098,Four Rooms
15,11,2.5,1093028381,Star Wars
15,14,2.5,1166586286,American Beauty
15,16,3.5,1093070150,Dancer in the Dark
15,19,1,1093028409,Metropolis
15,22,2.5,1093070415,Pirates of the Caribbean: The Curse of the Black Pearl
15,25,3,1033345172,Jarhead
15,62,2,1093028336,2001: A Space Odyssey
15,70,0.5,1093070467,Million Dollar Baby
15,82,5,1044220302,Miami Vice
15,95,1.5,1093028331,Armageddon
15,101,4,1134522072,Leon: The Professional
15,104,1,1093070113,Run Lola Run
15,107,2,1166586594,Snatch
15,111,5,997938500,Scarface
15,149,5,1075142933,Akira
15,153,1,1128274517,Lost in Translation
15,157,2,1052896975,Star Trek III: The Search for Spock
15,161,3,1093028319,Ocean's Eleven
15,162,4,997938676,Edward Scissorhands
15,163,2,1166586021,Ocean's Twelve
15,164,4,997938413,Breakfast at Tiffany's
15,165,3,1093028183,Back to the Future Part II
15,170,2.5,1166586376,28 Days Later
15,176,4,1046209579,Saw
15,180,3,1166586276,Minority Report
15,185,2,1052896916,A Clockwork Orange
15,193,1,1193435347,Star Trek: Generations
15,196,2,1093070170,Back to the Future Part III
15,214,2,1033345241,Saw III
15,215,4.5,1054449903,Saw II
15,231,3.5,1093028308,Syriana
15,235,4,997939415,Stand by Me
15,252,2,1093070318,Willy Wonka & the Chocolate Factory
15,253,2,1093028328,Live and Let Die
15,296,5,997938771,Terminator 3: Rise of the Machines
15,306,5,997938737,Beverly Hills Cop III
15,322,2.5,1120209787,Mystic River
15,329,1.5,1093028255,Jurassic Park
15,335,2,997938391,Once Upon a Time in the West
15,364,4,997939065,Batman Returns
15,377,4,1033344267,A Nightmare on Elm Street
15,380,4,997939179,Rain Man
15,429,1,1465955324,"The Good, the Bad and the Ugly"
15,431,4,1132469126,Cube
15,435,1,1093070102,The Day After Tomorrow
15,440,2.5,1058250627,Aliens vs Predator: Requiem
15,454,3,1093028323,Romeo + Juliet
15,500,3,1035258747,Reservoir Dogs
15,508,1.5,1093028394,Love Actually
15,509,2,1093028389,Notting Hill
15,524,2.5,1166586387,Casino
15,539,2,1093028325,Psycho
15,562,3,1166586512,Die Hard
15,587,1,1093028322,Big Fish
15,588,0.5,1093028161,Silent Hill
15,590,3,1093028142,The Hours
15,594,2.5,1245021392,The Terminal
15,597,2.5,1093028267,Titanic
15,608,5,997938500,Men in Black II
15,628,2.5,1093070326,Interview with the Vampire
15,663,2,1035258608,Saw IV
15,665,3,997939348,Ben-Hur
15,674,3,1052896916,Harry Potter and the Goblet of Fire
15,680,2,1052896867,Pulp Fiction
15,708,3,1093028406,The Living Daylights
15,745,3,997938288,The Sixth Sense
15,762,2,1093070454,Monty Python and the Holy Grail
15,786,0.5,1093028395,Almost Famous
15,788,1.5,1134521382,Mrs. Doubtfire
15,802,1,1128274713,Lolita
15,804,3.5,1134522085,Roman Holiday
15,832,1,1166586002,M
15,858,5,997938703,Sleepless in Seattle
15,866,4,997938567,Finding Neverland
15,903,5,997938346,Cool Hand Luke
15,914,1.5,1058250501,The Great Dictator
15,920,3.5,1093070090,Cars
15,922,1,1040205624,Dead Man
15,923,5,997938727,Dawn of the Dead
15,924,5,997938358,Dawn of the Dead
15,926,3,1044219825,Galaxy Quest
15,953,3,997938800,Madagascar
15,1089,4,997938528,Point Break
15,1092,2.5,1193436089,The Third Man
15,1213,3,997938749,The Talented Mr. Ripley
15,1246,1,1093070174,Rocky Balboa
15,1248,3,997938509,Hannibal Rising
15,1250,4,997938760,Ghost Rider
15,1251,3,997938749,Letters from Iwo Jima
15,1262,1.5,1134521651,Stranger Than Fiction
15,1265,4,997938171,Bridge to Terabithia
15,1267,5,997938500,Meet the Robinsons
15,1272,3.5,1054450246,Sunshine
15,1281,1,1063565335,Bean
15,1370,3,1093070198,Rambo III
15,1407,5,997938219,La Vie en Rose
15,1562,1.5,1166586212,28 Weeks Later
15,1573,4,997938476,Die Hard 2
15,1580,4,997939179,Rope
15,1584,4,1052896685,School of Rock
15,1597,2,1134521585,Meet the Parents
15,1635,4,1033345134,The Island
15,1639,4,1054449877,Speed 2: Cruise Control
15,1645,3,997938413,A Time to Kill
15,1690,1,1134521603,Hostel
15,1729,1,1033344286,The Forbidden Kingdom
15,1735,0.5,1166981862,The Mummy: Tomb of the Dragon Emperor
15,1777,2,1134521514,Fahrenheit 9/11
15,1807,1.5,1093028022,Elephant
15,1895,2.5,1469330584,Star Wars: Episode III - Revenge of the Sith
15,1904,3.5,1075142949,Memoirs of a Geisha
15,1923,4.5,1054449908,Twin Peaks: Fire Walk with Me
15,1954,3,1040205792,The Butterfly Effect
15,1955,4.5,1338698424,The Elephant Man
15,2005,4,997938630,Sister Act
15,2011,3,1044219825,Persepolis
15,2018,2,1044347881,The Wedding Planner
15,2105,4,1052896867,American Pie
15,2108,4.5,1058250482,The Breakfast Club
15,2133,3.5,1166587080,The Perfect Storm
15,2268,1,1093070270,The Golden Compass
15,2288,3,1052896740,Closer
15,2289,4,997938322,Cold Mountain
15,2294,2,1052897012,Jay and Silent Bob Strike Back
15,2395,5,997939404,Asterix at the Olympic Games
15,2501,3,997938760,The Bourne Identity
15,2502,5,1033344897,The Bourne Supremacy
15,2605,1,1033344772,Short Circuit
15,2640,4,997939179,Heathers
15,2657,2,1052896819,Pleasantville
15,2770,4,1033344702,American Pie 2
15,2976,2,1469330578,Hairspray
15,3082,3,1166586269,Modern Times
15,3175,4,997939162,Barry Lyndon
15,3176,2,997938413,Battle Royale
15,3683,4,997938800,Flags of Our Fathers
15,3981,1,1033344924,What Women Want
15,3989,3,997937700,Team America: World Police
15,4011,1,997937606,Beetlejuice
15,4148,1,997938035,Revolutionary Road
15,4232,3,997939162,Scream
15,4247,1,1349622526,Scary Movie
15,4638,1,997937346,Hot Fuzz
15,4643,3,997937346,The Guardian
15,4995,1,1033343815,Boogie Nights
15,5528,1,1033344334,The Chorus
15,6537,2.5,1058249457,The Orphanage
15,6947,1,1347936706,The Village
15,6957,4,1222576385,The 40 Year Old Virgin
15,6978,2.5,1097770851,Big Trouble in Little China
15,7445,1.5,1416119694,Brothers
15,7451,3.5,1416119705,xXx
15,7484,4,1338698422,Open Season
15,8645,2,1120210020,The Happening
15,8874,2.5,1122925517,My Best Friend's Wedding
15,8914,4.5,1101423864,Deep Blue Sea
15,8961,2,1101423869,Bad Boys II
15,51540,5,1222578057,Horrible Bosses
15,89492,5,1361078138,This Is 40
16,4995,4.5,1178364909,Boogie Nights
17,25,4.5,1127469531,Jarhead
17,111,5,1127469023,Scarface
17,170,4,1127470242,28 Days Later
17,185,3,1127469509,A Clockwork Orange
17,194,4,1127470280,AmĂ©lie
17,235,5,1127469684,Stand by Me
17,296,5,1127469297,Terminator 3: Rise of the Machines
17,348,3.5,1127470013,Alien
17,377,0.5,1127469444,A Nightmare on Elm Street
17,431,4.5,1127471468,Cube
17,492,5,1127472949,Being John Malkovich
17,590,3,1127469416,The Hours
17,608,3.5,1127469440,Men in Black II
17,680,4.5,1127472555,Pulp Fiction
17,714,4.5,1127473893,Tomorrow Never Dies
17,858,5,1127469000,Sleepless in Seattle
17,866,4.5,1127470263,Finding Neverland
17,903,5,1127468839,Cool Hand Luke
17,922,5,1127468822,Dead Man
17,923,4.5,1127469756,Dawn of the Dead
17,924,4.5,1127469594,Dawn of the Dead
17,928,4.5,1127471079,Gremlins 2: The New Batch
17,942,3.5,1127470622,Lethal Weapon 2
17,1089,5,1127469308,Point Break
17,1092,4,1127469973,The Third Man
17,1213,5,1127469622,The Talented Mr. Ripley
17,1246,5,1127469721,Rocky Balboa
17,1248,5,1127468791,Hannibal Rising
17,1251,3.5,1127470489,Letters from Iwo Jima
17,1255,2,1127472442,The Host
17,1265,4.5,1127469234,Bridge to Terabithia
17,1267,5,1127470095,Meet the Robinsons
17,1580,2.5,1127469521,Rope
17,1597,2.5,1127469976,Meet the Parents
17,1645,3.5,1127469988,A Time to Kill
17,1729,2.5,1127470069,The Forbidden Kingdom
17,1923,3,1127469612,Twin Peaks: Fire Walk with Me
17,2011,4,1127469773,Persepolis
17,2118,4,1127472523,L.A. Confidential
17,2502,1,1127469848,The Bourne Supremacy
17,2657,3,1127469890,Pleasantville
17,4995,3,1127473364,Boogie Nights
17,5137,4.5,1127471041,Sky Captain and the World of Tomorrow
17,7445,1,1127475148,Brothers
17,8195,3,1127474877,Ronin
17,8874,3.5,1127470706,My Best Friend's Wedding
17,8914,4.5,1127470716,Deep Blue Sea
18,5,3,856006982,Four Rooms
18,14,2,856007147,American Beauty
18,18,3,856007359,The Fifth Element
18,25,5,856006886,Jarhead
18,62,4,856006886,2001: A Space Odyssey
18,74,2,856007279,War of the Worlds
18,76,3,856007359,Before Sunrise
18,79,2,856007147,Hero
18,81,3,856007495,NausicaĂ¤ of the Valley of the Wind
18,85,4,856007495,Raiders of the Lost Ark
18,95,3,856006886,Armageddon
18,100,4,856007279,"Lock, Stock and Two Smoking Barrels"
18,141,4,856006885,Donnie Darko
18,608,4,856006982,Men in Black II
18,628,4,856007147,Interview with the Vampire
18,640,3,856007359,Catch Me If You Can
18,707,3,856007279,A View to a Kill
18,708,4,856007075,The Living Daylights
18,762,1,856007147,Monty Python and the Holy Grail
18,765,2,856007587,Evil Dead II
18,786,4,856006982,Almost Famous
18,788,3,856007075,Mrs. Doubtfire
18,802,4,856007219,Lolita
18,805,4,856007147,Rosemary's Baby
18,818,3,856092135,Austin Powers in Goldmember
18,832,3,856007219,M
19,11,3,855192773,Star Wars
19,14,5,855190167,American Beauty
19,16,5,855191930,Dancer in the Dark
19,22,3,855192868,Pirates of the Caribbean: The Curse of the Black Pearl
19,25,3,855190091,Jarhead
19,35,3,855192496,The Simpsons Movie
19,58,3,855190167,Pirates of the Caribbean: Dead Man's Chest
19,63,3,855190349,Twelve Monkeys
19,70,4,855191324,Million Dollar Baby
19,74,3,855190261,War of the Worlds
19,89,3,855193220,Indiana Jones and the Last Crusade
19,95,3,855190091,Armageddon
19,97,4,855190550,Tron
19,101,3,855190531,Leon: The Professional
19,105,3,855192656,Back to the Future
19,111,5,855191324,Scarface
19,122,3,855194378,The Lord of the Rings: The Return of the King
19,141,3,855190091,Donnie Darko
19,153,3,855193751,Lost in Translation
19,154,4,855191383,Star Trek II: The Wrath of Khan
19,162,5,855191226,Edward Scissorhands
19,165,3,855191227,Back to the Future Part II
19,176,4,855191383,Saw
19,179,2,855193865,The Interpreter
19,180,3,855192957,Minority Report
19,194,4,855191383,AmĂ©lie
19,196,3,855193806,Back to the Future Part III
19,215,3,855191324,Saw II
19,231,3,855194087,Syriana
19,235,3,855191324,Stand by Me
19,253,3,855191430,Live and Let Die
19,296,5,855191226,Terminator 3: Rise of the Machines
19,306,5,855191584,Beverly Hills Cop III
19,326,5,855191383,Snakes on a Plane
19,329,3,855192814,Jurassic Park
19,334,4,855191846,Magnolia
19,345,3,855191289,Eyes Wide Shut
19,346,3,855192910,Seven Samurai
19,348,4,855191622,Alien
19,350,3,855193864,The Devil Wears Prada
19,364,3,855195078,Batman Returns
19,377,3,855191289,A Nightmare on Elm Street
19,379,3,855193845,Miller's Crossing
19,380,3,855191228,Rain Man
19,423,3,855193488,The Pianist
19,429,4,855194419,"The Good, the Bad and the Ugly"
19,431,4,855192210,Cube
19,440,3,855193330,Aliens vs Predator: Requiem
19,454,3,855193599,Romeo + Juliet
19,500,3,855194264,Reservoir Dogs
19,504,3,855193845,Monster
19,508,3,855192061,Love Actually
19,509,4,855194216,Notting Hill
19,522,3,855193301,Ed Wood
19,534,5,855192910,Terminator Salvation
19,550,3,855192254,Fight Club
19,562,3,855190447,Die Hard
19,588,3,855195077,Silent Hill
19,590,3,855191289,The Hours
19,594,4,855191383,The Terminal
19,595,5,855195077,To Kill a Mockingbird
19,597,3,855193530,Titanic
19,599,4,855192636,Sunset Boulevard
19,608,5,855190128,Men in Black II
19,612,3,855190427,Munich
19,628,3,855190199,Interview with the Vampire
19,663,4,855190349,Saw IV
19,674,4,855194072,Harry Potter and the Goblet of Fire
19,703,3,855190606,Annie Hall
19,786,3,855191702,Almost Famous
19,788,3,855190167,Mrs. Doubtfire
19,802,3,855190232,Lolita
19,805,3,855190199,Rosemary's Baby
19,858,5,855191478,Sleepless in Seattle
19,891,3,855194072,All the President's Men
19,903,4,855191622,Cool Hand Luke
19,914,3,855193012,The Great Dictator
19,920,4,855192717,Cars
19,923,5,855191517,Dawn of the Dead
19,924,4,855191289,Dawn of the Dead
19,928,5,855192419,Gremlins 2: The New Batch
19,929,4,855193274,Godzilla
19,950,4,855192419,Ice Age: The Meltdown
19,951,5,855192279,Kindergarten Cop
19,953,5,855192178,Madagascar
19,954,4,855192385,Mission: Impossible
19,955,4,855192090,Mission: Impossible II
19,966,4,855194498,The Magnificent Seven
19,968,5,855192582,Dog Day Afternoon
19,1089,4,855191228,Point Break
19,1091,3,855194052,The Thing
19,1092,1,855192773,The Third Man
19,1103,4,855191882,Escape from New York
19,1124,3,855192940,The Prestige
19,1213,5,855191553,The Talented Mr. Ripley
19,1246,3,855192868,Rocky Balboa
19,1248,4,855192347,Hannibal Rising
19,1250,4,855191882,Ghost Rider
19,1262,4,855191930,Stranger Than Fiction
19,1265,4,855192773,Bridge to Terabithia
19,1267,4,855191740,Meet the Robinsons
19,1268,3,855192688,Mr. Bean's Holiday
19,1271,3,855192455,300
19,1272,3,855191964,Sunshine
19,1278,4,855191654,The Dreamers
19,1370,4,855192636,Rambo III
19,1371,4,855193404,Rocky III
19,1372,2,855193035,Blood Diamond
19,1374,3,855192496,Rocky IV
19,1375,4,855193244,Rocky V
19,1381,3,855194670,The Fountain
19,4970,4,855193274,Gothika
20,107,3.5,1224042765,Snatch
20,153,4,1238729818,Lost in Translation
20,207,2.5,1224042795,Dead Poets Society
20,231,1,1238729849,Syriana
20,296,0.5,1238729735,Terminator 3: Rise of the Machines
20,364,3.5,1238729826,Batman Returns
20,380,4,1238729779,Rain Man
20,497,5,1238731010,The Green Mile
20,500,3,1238729842,Reservoir Dogs
20,588,3.5,1238729785,Silent Hill
20,590,2,1238729764,The Hours
20,595,4,1238729816,To Kill a Mockingbird
20,597,4,1238729844,Titanic
20,608,2,1238729789,Men in Black II
20,671,4,1224042769,Harry Potter and the Philosopher's Stone
20,745,5,1224043160,The Sixth Sense
20,858,2,1238729822,Sleepless in Seattle
20,1103,4,1224042813,Escape from New York
20,1580,5,1238729865,Rope
20,1907,4,1224042740,The Beach
21,95,3,853157476,Armageddon
21,196,3,853847536,Back to the Future Part III
21,296,3,853846400,Terminator 3: Rise of the Machines
21,329,3,853846400,Jurassic Park
21,377,4,853846511,A Nightmare on Elm Street
21,379,3,853852608,Miller's Crossing
21,380,3,853846783,Rain Man
21,393,3,853856221,Kill Bill: Vol. 2
21,509,4,853846612,Notting Hill
21,553,3,853846547,Dogville
21,590,4,853846443,The Hours
21,594,3,853846612,The Terminal
21,595,3,853846511,To Kill a Mockingbird
21,597,3,853846723,Titanic
21,858,4,853850728,Sleepless in Seattle
21,914,5,853850835,The Great Dictator
21,920,4,853851052,Cars
21,921,4,853849142,Cinderella Man
21,923,5,853850699,Dawn of the Dead
21,924,4,853848314,Dawn of the Dead
21,948,3,853851861,Halloween
21,953,5,853850752,Madagascar
21,954,4,853850874,Mission: Impossible
21,1089,3,853847910,Point Break
21,1091,3,853853956,The Thing
21,1103,3,853847910,Escape from New York
21,1124,4,853852079,The Prestige
21,1246,4,853852020,Rocky Balboa
21,1250,4,853850728,Ghost Rider
21,1265,3,853851052,Bridge to Terabithia
21,1281,4,853850997,Bean
21,1370,3,853851257,Rambo III
21,1371,3,853852263,Rocky III
21,1372,3,853851257,Blood Diamond
21,1374,4,853849676,Rocky IV
21,1375,3,853851841,Rocky V
21,1427,3,854522908,Perfume: The Story of a Murderer
22,70,3,1131661969,Million Dollar Baby
22,153,3,1131662452,Lost in Translation
22,163,4.5,1131664404,Ocean's Twelve
22,231,2.5,1131662440,Syriana
22,235,2,1131662423,Stand by Me
22,253,4.5,1131662653,Live and Let Die
22,296,5,1131664320,Terminator 3: Rise of the Machines
22,588,2,1131662084,Silent Hill
22,858,4,1131662354,Sleepless in Seattle
22,1089,4,1131662364,Point Break
22,1255,4,1131663479,The Host
22,1371,2,1131662302,Rocky III
22,1372,4,1131662635,Blood Diamond
22,1374,3.5,1131662312,Rocky IV
22,1375,4,1131662317,Rocky V
22,1580,4,1131664393,Rope
22,1645,2.5,1131662268,A Time to Kill
22,1923,2.5,1131662243,Twin Peaks: Fire Walk with Me
22,2011,3.5,1131723076,Persepolis
22,2288,4,1131664741,Closer
22,2502,1.5,1131663552,The Bourne Supremacy
22,2605,2,1131723146,Short Circuit
22,2657,2,1131661911,Pleasantville
22,3082,3.5,1131723124,Modern Times
22,3176,2.5,1131662162,Battle Royale
22,4011,4.5,1131663886,Beetlejuice
22,4643,2.5,1131663696,The Guardian
22,8961,3.5,1131663378,Bad Boys II
23,11,3.5,1166728170,Star Wars
23,16,4,1148672550,Dancer in the Dark
23,19,2,1148669114,Metropolis
23,24,3.5,1148673467,Kill Bill: Vol. 1
23,58,3.5,1148672099,Pirates of the Caribbean: Dead Man's Chest
23,62,4,1166728220,2001: A Space Odyssey
23,89,4,1148669357,Indiana Jones and the Last Crusade
23,104,3.5,1148730116,Run Lola Run
23,111,5,1148671365,Scarface
23,153,3,1148720873,Lost in Translation
23,154,4,1148672842,Star Trek II: The Wrath of Khan
23,185,3.5,1148778581,A Clockwork Orange
23,235,4,1148729698,Stand by Me
23,252,4,1148669102,Willy Wonka & the Chocolate Factory
23,253,3.5,1148668973,Live and Let Die
23,296,4.5,1148671517,Terminator 3: Rise of the Machines
23,306,3.5,1148777951,Beverly Hills Cop III
23,319,4.5,1148669351,True Romance
23,345,4,1148673085,Eyes Wide Shut
23,380,4,1148673420,Rain Man
23,425,3.5,1148669891,Ice Age
23,431,3.5,1148730048,Cube
23,492,4.5,1148669346,Being John Malkovich
23,497,4.5,1148669881,The Green Mile
23,508,4.5,1148669092,Love Actually
23,509,4.5,1148672198,Notting Hill
23,539,2.5,1148729848,Psycho
23,588,4,1166728178,Silent Hill
23,590,2.5,1148728787,The Hours
23,595,4.5,1148672375,To Kill a Mockingbird
23,597,3,1149868548,Titanic
23,605,4,1148669338,The Matrix Revolutions
23,608,4.5,1148669574,Men in Black II
23,668,4.5,1148669877,On Her Majesty's Secret Service
23,670,4.5,1166035850,Oldboy
23,745,4.5,1148669873,The Sixth Sense
23,788,2,1148669865,Mrs. Doubtfire
23,802,3.5,1148669863,Lolita
23,805,3.5,1148669087,Rosemary's Baby
23,841,4,1148729708,Dune
23,858,5,1148670263,Sleepless in Seattle
23,903,3.5,1148671779,Cool Hand Luke
23,914,3,1148673452,The Great Dictator
23,920,3.5,1148778793,Cars
23,922,4.5,1148671777,Dead Man
23,923,5,1148669082,Dawn of the Dead
23,924,3.5,1148729982,Dawn of the Dead
23,926,4,1148729661,Galaxy Quest
23,928,4.5,1148671884,Gremlins 2: The New Batch
23,942,4,1148669571,Lethal Weapon 2
23,948,3.5,1148721097,Halloween
23,949,3.5,1148721092,Heat
23,953,4.5,1148670154,Madagascar
23,954,5,1148669329,Mission: Impossible
23,955,3.5,1148669327,Mission: Impossible II
23,1089,3.5,1148671525,Point Break
23,1103,4.5,1148721090,Escape from New York
23,1213,5,1148669055,The Talented Mr. Ripley
23,1246,4,1166036059,Rocky Balboa
23,1248,4.5,1148671856,Hannibal Rising
23,1250,4,1148671782,Ghost Rider
23,1251,5,1148671642,Letters from Iwo Jima
23,1262,4,1148778812,Stranger Than Fiction
23,1265,4,1148730406,Bridge to Terabithia
23,1267,5,1148671808,Meet the Robinsons
23,1272,2,1148670285,Sunshine
23,1281,3,1148777902,Bean
23,1562,1,1148670343,28 Weeks Later
23,1580,3.5,1148668953,Rope
23,1584,4,1148669800,School of Rock
23,1735,4.5,1148728970,The Mummy: Tomb of the Dragon Emperor
23,1900,3.5,1148730066,Traffic
23,1907,3.5,1148669265,The Beach
23,1927,3,1148728727,Hulk
23,1946,4,1148669538,eXistenZ
23,1949,3.5,1148730162,Zodiac
23,1954,3,1148728778,The Butterfly Effect
23,1955,4,1148728759,The Elephant Man
23,2011,4,1148729668,Persepolis
23,2022,4,1148672527,Mr. Deeds
23,2289,4,1148671976,Cold Mountain
23,2501,4,1148669215,The Bourne Identity
23,2502,4,1149868257,The Bourne Supremacy
23,2640,4.5,1148669716,Heathers
23,2657,3,1148669012,Pleasantville
23,2976,4.5,1148672556,Hairspray
23,3082,2.5,1148720826,Modern Times
